Submission ID,Project Title,Short Abstract,Keywords,TCM Classification,Omics Type,Source Type,Organism,Tissue,Disease,Repository,Publication Year,Sample Number,Submitted By,Institution,View Count,Like Count,Downloads,Updated At
tcmomics000092,High-throughput sequencing of SCC9 in normal ?cells and Cucurbitacin B treated cells,High-throughput sequencing of SCC9 cells treated with Cucurbitacin B revealed differentially expressed lncRNAs. These lncRNAs may regulate the occurrence and development of tongue squamous cell carcinoma by targeting miRNAs.,high-throughput sequencing;SCC9 cells;Cucurbitacin B;lncRNA;miRNA;tongue squamous cell carcinoma,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,tongue squamous cell carcinoma,GEO,2023,6,92,Jilin University,0,0,0,
tcmomics000093,HuR modulation impairs LPS-response in murine macrophages,"Tanshinone mimics, by inhibiting HuR-RNA interaction, counteract LPS-induced inflammatory responses in murine macrophages. They reduce the association of inflammatory genes with HuR, decreasing cytokine levels and secretion. This research demonstrates their significant anti-inflammatory properties in vitro and in vivo.",tanshinone mimics;HuR;LPS;macrophages;inflammatory response;anti-inflammatory;cytokines,TCM Active ingredient,Transcriptomics,manual collect,Mus musculus,,,GEO,2023,27,93,ICGEB,0,0,0,
tcmomics000123,Multiple Mechanistic Models Reveal the Neuroprotective Effect of Ginkgo Bilobalides for the Treatment of Ischaemic Stroke,"This study reveals the neuroprotective effects of ginkgolides for ischaemic stroke. Using in vitro cell models, ginkgolides demonstrated antiplatelet, antiapoptotic, anti-inflammatory, and neuroprotective activities, suggesting potential therapeutic mechanisms in the nervous system.",ginkgolides; ischaemic stroke; neuroprotection; antiplatelet; anti-inflammatory; antiapoptotic; in vitro,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,Ischaemic Stroke,GEO,2024,375,123,State Key Laboratory of New-tech for Chinese Medicine Pharmaceutical Process,0,0,0,
tcmomics000129,next generation sequencing of icariin protection against contrast induced acute kidney injury,This study investigates the protective mechanism of icariin against contrast-induced acute kidney injury (CI-AKI). It aims to explore the underlying molecular pathways using next-generation sequencing.,icariin;contrast-induced acute kidney injury;protective effect;mechanism;next generation sequencing,TCM Active ingredient,Transcriptomics,manual collect,Rattus norvegicus,,contrast induced acute kidney injury,GEO,2025,9,129,Nanfang College Guangzhou,0,0,0,
tcmomics000097,Identification of transcriptional changes after QYHJ treatment in mouse model with pancreatic cancer,"This study investigates the transcriptional changes induced by QYHJ treatment in a mouse model of pancreatic cancer. High-throughput RNA sequencing is utilized to compare gene expression differences between QYHJ-treated and control mice, aiming to identify potential RNA targets of QYHJ.",QYHJ;pancreatic cancer;transcriptional changes;RNA sequencing;mouse model,Classic formula,Transcriptomics,manual collect,Homo sapiens,,pancreatic cancer,GEO,2023,10,97,Fudan University Shanghai Cancer Center,0,0,0,
tcmomics000103,Investigation of anti-cancer effects of 6-shogaol on glioma through analysis of transcriptome and experimental verification,"6-shogaol, a compound from ginger, demonstrates potent anti-cancer effects on glioma, inhibiting cell growth, migration, and invasion, and inducing apoptosis. Its mechanism involves upregulating the p38-MAPK signaling pathway, suggesting therapeutic potential for glioma.",6-shogaol;glioma;anti-cancer;p38-MAPK pathway;transcriptome,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,glioma,GEO,2025,6,103,"The First Affiliated Hospital, Wenzhou Medical University,",0,0,0,
tcmomics000113,Longitudinal analysis of developing neointimal vascular proliferation and pulmonary hypertension in rats,"This longitudinal study analyzes the progressive development of neointimal vascular proliferation and pulmonary hypertension in rats across multiple timepoints. It also investigates the effects of triptolide treatment on these conditions at a specific time point, comparing treated animals with vehicle controls.",triptolide;neointimal vascular proliferation;pulmonary hypertension;rats;longitudinal analysis;time-course,TCM Active ingredient,Transcriptomics,manual collect,Rattus norvegicus,,pulmonary hypertension,GEO,2012,20,113,Stanford University Medical Center,0,0,0,
tcmomics000114,Mechanisms of Action of Fu Fang Gang Liu Liquid in Treating Condyloma Acuminatum by Network Pharmacology and Experimental Validation,This study investigated Fu Fang Gang Liu liquid (FFGL) for condyloma acuminatum. Network pharmacology and experiments revealed FFGL treats condyloma acuminatum by targeting the PI3K/Akt pathway. Periplogenin and periplocymarin were identified as active compounds inhibiting HPV18+ cell activity.,Fu Fang Gang Liu Liquid;Condyloma Acuminatum;Network Pharmacology;PI3K/Akt pathway;Periplogenin;Periplocymarin;AKT1,Modern formula,Transcriptomics,manual collect,Homo sapiens,,Condyloma acuminatum,GEO,2023,6,114,China Academy of Chinese Medical Sciences Guang'anmen Hospital,0,0,0,
tcmomics000138,RNA-Sequencing of rats treated with Chinese herbal medicine Pulsatilla Chinensis,"Pulsatilla chinensis, a traditional Chinese medicine, exhibited beneficial effects on hyperlipidemia rats, reducing serum cholesterol and ameliorating fatty liver. This study aims to investigate its relationship with lipid metabolism pathways and genes using RNA-Sequencing.",Pulsatilla chinensis;RNA-Sequencing;hyperlipidemia;lipid metabolism;fatty liver,Herb/herbal medicine,Transcriptomics,manual collect,Rattus norvegicus,,hyperlipidemia,GEO,2024,9,138,Tsinghua university,0,0,0,
tcmomics000139,RNA sequence analysis of hearts tissue after C57BL/6 mice subjected to transverse aortic constriction (TAC) and dioscin treatment,This study investigates differentially expressed genes in heart tissues of C57BL/6 mice. Tissues are analyzed after transverse aortic constriction (TAC) and subsequent dioscin treatment using RNA sequencing to understand its therapeutic effects.,RNA sequence analysis;heart tissue;transverse aortic constriction;TAC;dioscin;differentially expressed genes;C57BL/6 mice,TCM Active ingredient,Transcriptomics,manual collect,Mus musculus,,transverse aortic constriction,GEO,2023,2,139,Nanjing Medical University,0,0,0,
tcmomics000115,Mechanistic insights into anti-cancer properties of Curcumin and Andrographis in colorectal cancer,"A combination of Curcumin and Andrographis exhibited superior anti-tumor effects in colorectal cancer by inhibiting cell proliferation and inducing apoptosis. Transcriptomic analysis revealed activation of the ferroptosis pathway, providing mechanistic insights into their anti-cancer properties.",Curcumin;Andrographis;colorectal cancer;anti-cancer;ferroptosis,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,colorectal cancer,GEO,2023,16,115,Beckman Research Institute of City of Hope,0,0,0,
tcmomics000121,MiRNA sequencing revealed differentially expressed miRNAs in MHCC97H Hepatoma Cancers Cells exosomes Co-cultured with Xanthatin,"Xanthatin, a natural sesquiterpene lactone, exhibits significant antitumor activity. MiRNA sequencing revealed differentially expressed exosomal miRNAs in MHCC97H hepatoma cancer cells co-cultured with Xanthatin, suggesting its mechanism of action.",Xanthatin;miRNA sequencing;exosomes;hepatocellular carcinoma;antitumor activity,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,Hepatoma,GEO,2024,6,121,Nantong Hospital of Traditional Chinese Medicine,0,0,0,
tcmomics000127,Next generation sequencing analysis of ginseng transcriptomes in response to Botrytis cinerea ???·BcSpd1 treatment,Next-generation sequencing was used to analyze ginseng transcriptomes in response to Botrytis cinerea BcSpd1 treatment. The study aims to identify genes involved in ginseng's fungal defense and reveal the underlying molecular mechanisms.,Next generation sequencing;ginseng;transcriptomes;Botrytis cinerea;BcSpd1;fungal defense;molecular mechanism,Herb/herbal medicine,Transcriptomics,manual collect,Panax ginseng,,,GEO,2023,9,127,Jilin University,0,0,0,
tcmomics000128,Next generation sequencing for miRNA profile of blood sample of goiter rat model treated by quemeiteng granule,This study used next-generation sequencing to analyze miRNA profiles in goiter rats treated with Quemeiteng granule. It found Quemeiteng granule alleviates goiter by suppressing thyroid angiogenesis through miR-217-5p targeting FGF2 and regulating the ERK pathway.,Quemeiteng granule;goiter;miRNA profile;next generation sequencing;miR-217-5p;thyroid angiogenesis,Modern formula,Transcriptomics,manual collect,Rattus norvegicus,,goiter,GEO,2024,18,128,West China Hospital of Sichuan University,0,0,0,
tcmomics000131,Pien-Tze-Huang Promotes Hepatocellular Carcinoma Cell Ferroptosis by Inhibiting SLC7A11-GSH-GPX4 Axis,"This study evaluates the anti-cancer efficacy of Pien-Tze-Huang (PZH), investigating its mechanism in promoting hepatocellular carcinoma cell ferroptosis by inhibiting the SLC7A11-GSH-GPX4 axis, integrating network analysis and experimental validation.",Pien-Tze-Huang;Hepatocellular Carcinoma;Ferroptosis;SLC7A11;GPX4;anti-cancer,Chinese patent medicine,Transcriptomics,manual collect,Rattus norvegicus,,Hepatocellular Carcinoma,GEO,2022,9,131,Institute of Chinese Medicine,0,0,0,
tcmomics000133,Reciprocal regulation of genes expression by Ephedra herba in mouse brain,"Aqueous extracts of Ephedra herba, orally administered to mice, were analyzed for their effects on brain gene expression via microarray. Results showed altered gene expression levels dependent on treatment duration, with temporal changes classifiable into two major reciprocal patterns.",Ephedra herba;gene expression;mouse brain;microarray analysis;reciprocal regulation,Herb/herbal medicine,Transcriptomics,manual collect,Mus musculus,,,GEO,2013,7,133,Korea Institute of Oriental Medicine,0,0,0,
tcmomics000140,RNA sequencing of ovarian cancer cells treated by Paeonol,"Paeonol, a compound from Moutan Cortex, exhibits anti-tumor effects in ovarian cancer cells by activating autophagy and inhibiting the Akt/mTOR pathway. RNA sequencing is used to explore its detailed mechanisms and potential as a therapeutic drug.",Paeonol;ovarian cancer;RNA sequencing;anti-tumor;autophagy;Akt/mTOR pathway,TCM Active ingredient,Transcriptomics,manual collect,Homo sapiens,,ovarian cancer,GEO,2024,12,140,Renmin Hospital of Wuhan University,0,0,0,
tcmomics000137,RNA-Sequencing of HepG2 cells treated with Chinese herbal medicine Pulsatilla Chinensis,"Pulsatilla chinensis (PC), a traditional Chinese medicine, exhibits detoxification activities and is used for infections and tumors. Prior studies showed PC reduces cholesterol and improves fatty liver in hyperlipidemia rats. This research investigates PC's relationship with lipid metabolism pathways and genes via RNA-Sequencing in HepG2 cells.",Pulsatilla chinensis;RNA-Sequencing;HepG2 cells;lipid metabolism;detoxification,Herb/herbal medicine,Transcriptomics,manual collect,Homo sapiens,,liver cancer,GEO,2024,6,137,Tsinghua university,0,0,0,
tcmomics001155,Anti-obesity effect of radix Angelica sinensis and candidate causative genes in transcriptome analyses of adipose tissues in high-fat diet-induced mice,"Radix Angelica sinensis (RAS) exhibits anti-obesity effects in high-fat diet-induced obese mice. Transcriptome analysis revealed 36 differentially-expressed genes associated with lipid homeostasis, suggesting RAS modulates global transcriptomic responses related to obesity therapy.",radix Angelica sinensis;RAS;obesity;high-fat diet;transcriptome analysis;lipid metabolism;APOA2 gene,Herb/herbal medicine,Transcriptomics,manual collect,Mus musculus,,obesity,GEO,2019,6,1155,Sichuan Agricultural University,0,0,0,
tcmomics000142,"RNA sequencing to detect the differentially expressed genes in AngII infused mice after Ethoxysanguinarine, Baicalin, Gastrodin or Valsartan treatment","This study used RNA sequencing to identify differentially expressed genes in cardiac tissue of AngII-infused mice. It compared gene expression after treatment with Ethoxysanguinarine, Baicalin, Gastrodin (TCM active ingredients), or Valsartan (a Western medicine), aiming to understand their molecular effects.",RNA sequencing;differentially expressed genes;Angiotensin II;Ethoxysanguinarine;Baicalin;Gastrodin;Valsartan;cardiac tissue,TCM Active ingredient,Transcriptomics,manual collect,Mus,,hypertension,GEO,2024,30,142,Fujian University of Traditional Chinese Medicine,0,0,0,
tcmomics000143,Role of MicroRNA-214 in Ginsenoside-Rg1-induced Angiogenesis,"Ginsenoside-Rg1, an active component of ginseng, induces angiogenesis by downregulating miR-214 expression in human umbilical vein endothelial cells. This leads to increased eNOS expression, promoting angiogenesis. This mechanism offers new insights into how natural compounds modulate miRNA expression.",Ginsenoside-Rg1;angiogenesis;miR-214;eNOS;HUVEC;ginseng,TCM Active ingredient,Transcriptomics,manual collect,Caenorhabditis elegans,,,GEO,2012,3,143,Hong Kong Baptist University,0,0,0,
tcmomics000144,SAGE Profiles of Rat Lung Tissues,"This study analyzed SAGE profiles of rat lung tissues from normal, asthma, acupuncture-treated asthma, and acupuncture-treated normal groups. Rat lungs were conserved in liquid nitrogen, and SAGE analyses followed classic protocols to investigate gene expression changes under different conditions, particularly focusing on the effects of acupuncture.",rat;lung;asthma;SAGE;acupuncture;disease state analysis;gene expression,Acupuncture & moxibustion,Transcriptomics,manual collect,Rattus norvegicus,,asthma,GEO,2012,4,144,Shanghai University of Traditional Chinese Medicine,0,0,0,
